,id_discente,sexo,data_nascimento,raca,estado_origem,cidade_origem,estado,municipio,bairro,nivel_ensino,forma_ingresso,ano_ingresso,periodo_ingresso,cotista,id_curso
2301,098328a35e4c60b120e4bb6b94c8a0f6,M,06_06_1994,BRANCO,SAO_PAULO,SAO_PAULO,RIO_GRANDE_DO_NORTE,PARNAMIRIM,PASSAGEM_DE_AREIA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
2330,a49b60d45d706c0e7a01c85e0fe3854e,M,03_09_1994,PARDO,PERNAMBUCO,NAO_INFORMADO,RIO_GRANDE_DO_NORTE,NATAL,LAGOA_SECA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
2359,b747baeb100d39e775e6b8bfc1661ead,M,29_08_1995,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,PITIMBU,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
2386,8d2a3b00a41279debf258bc6c6305205,M,21_02_1995,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,PARNAMIRIM,PARQUE_DE_EXPOSICOES,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
2415,d36d1367896c368db57dcf923798f446,M,24_02_1989,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,NEOPOLIS,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
2435,935575d8369467656832d455e86b8290,M,03_07_1993,BRANCO,RIO_GRANDE_DO_NORTE,TOUROS,RIO_GRANDE_DO_NORTE,NATAL,NOSSA_SENHORA_DA_APRESENTACAO,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
2464,af65b0051467eb06384d34802be17b9b,M,04_03_1995,BRANCO,PERNAMBUCO,CARUARU,RIO_GRANDE_DO_NORTE,NATAL,CAPIM_MACIO,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
2493,511d0df6f55de7f9c4818636b1535e02,F,16_05_1995,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,PARNAMIRIM,EMAUS,GRADUACAO,SISU,2013,1.0,F,92127264.0
2522,c48f0a20fb5877ac88022fa76193bb96,M,11_09_1995,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,MONTE_CASTELO,GRADUACAO,SISU,2013,1.0,F,92127264.0
2548,b9f9c415e4a26a6f20438442f5b596de,M,10_07_1991,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,EMAUS,GRADUACAO,SISU,2013,1.0,F,92127264.0
2571,f846c72e1316ad4eb3dedc56cdb556d6,M,01_10_1993,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,PAJUCARA,GRADUACAO,SISU,2013,1.0,T,92127264.0
2600,f47ace7fbb22012f488f24b9a2593db9,M,14_03_1995,NEGRO,RIO_GRANDE_DO_NORTE,CEARA___MIRIM,RIO_GRANDE_DO_NORTE,CEARA_MIRIM,CENTRO,GRADUACAO,SISU,2013,1.0,F,92127264.0
2626,515f232c90b19e1014be58aeb8b56266,F,18_04_1996,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,QUINTAS,GRADUACAO,SISU,2013,1.0,F,92127264.0
2655,ef47e9a2a9fb4aa81943443816b13c3d,F,27_10_1988,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,PARNAMIRIM,NOVA_PARNAMIRIM,GRADUACAO,SISU,2013,1.0,F,92127264.0
2678,c1eb33600b39680017365449468fab9f,F,06_01_1995,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,ALECRIM,GRADUACAO,SISU,2013,1.0,F,92127264.0
2690,dc422ec6f7bfe7a614bff373584ea077,M,18_05_1993,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,DIX_SEPT_ROSADO,GRADUACAO,SISU,2013,1.0,T,92127264.0
2706,0b94a8805eba989f442796ed60e1899b,F,22_01_1994,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,PONTA_NEGRA,GRADUACAO,SISU,2013,1.0,F,92127264.0
2735,b5bb50470f3c6a62b075cf02a5e47ecb,M,25_01_1995,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,PARNAMIRIM,NOVA_PARNAMIRIM,GRADUACAO,SISU,2013,1.0,F,92127264.0
2764,20f3706054c673ecd43a12cd330cc178,M,17_01_1994,PARDO,RIO_GRANDE_DO_NORTE,NAO_INFORMADO,RIO_GRANDE_DO_NORTE,NATAL,POTENGI,GRADUACAO,SISU,2013,1.0,T,92127264.0
2790,88186854788351bb3b48bd2237c3b154,M,21_03_1995,PARDO,PARAIBA,NATAL,RIO_GRANDE_DO_NORTE,SANTO_ANTONIO,CENTRO,GRADUACAO,SISU,2013,1.0,F,92127264.0
2816,3ddb9c081afb4b8812c882120a42f807,M,20_04_1995,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,CIDADE_DA_ESPERANCA,GRADUACAO,SISU,2013,1.0,F,92127264.0
2840,7f7711cbbd7a1b93ca7c88e799ceea49,M,03_06_1986,PARDO,RIO_GRANDE_DO_NORTE,NAO_INFORMADO,RIO_GRANDE_DO_NORTE,NATAL,NOVA_PARNAMIRIM,GRADUACAO,SISU,2013,1.0,F,92127264.0
2867,ba1c03eb70582b7ec079b3c70304ffd7,M,28_12_1992,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,NOSSA_SENHORA_DA_APRESENTACAO,GRADUACAO,SISU,2013,1.0,F,92127264.0
2893,94f27183387ba163815ccb077b676073,F,25_03_1989,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,REDINHA,GRADUACAO,SISU,2013,1.0,F,92127264.0
2909,de73e0b71d6061eb8e191f65aba86f95,F,05_11_1994,NAO_INFORMADO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,POTENGI,GRADUACAO,SISU,2013,1.0,F,92127264.0
2936,e6710381d0f7c28d221ffe4471686649,M,05_04_1994,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,PAJUCARA,GRADUACAO,SISU,2013,1.0,F,92127264.0
2965,fdf1f636486a3ad1d7bd6cc303c6c32a,M,27_09_1995,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,CANDELARIA,GRADUACAO,SISU,2013,1.0,F,92127264.0
2994,b7608807086c25d61758086dfd2ff557,M,06_07_1994,BRANCO,PARA,NAO_INFORMADO,PARA,BELEM,CARAJAS,GRADUACAO,SISU,2013,1.0,F,92127264.0
3018,84b4d2bf27171641dd60f4dde69493df,M,09_03_1995,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,LAGOA_AZUL,GRADUACAO,SISU,2013,1.0,T,92127264.0
3047,2849447e693afb0816767beb8dc0a942,M,14_09_1995,BRANCO,SAO_PAULO,SAO_PAULO,RIO_GRANDE_DO_NORTE,AREZ,CENTRO,GRADUACAO,SISU,2013,1.0,F,92127264.0
3076,1f0177ae6130d7abdf17d46be889b4ba,M,07_12_1992,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,LAGOA_NOVA,GRADUACAO,SISU,2013,1.0,F,92127264.0
3103,f2e563b162d47b0f3e651d0444d7908a,M,04_09_1993,NEGRO,RIO_GRANDE_DO_NORTE,CEARA_MIRIM,RIO_GRANDE_DO_NORTE,CEARA_MIRIM,NOVOS_TEMPOS,GRADUACAO,SISU,2013,1.0,F,92127264.0
3130,19408b6c89e20c2db33330a3dd94e5ab,M,27_01_1992,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,PLANALTO,GRADUACAO,SISU,2013,1.0,F,92127264.0
3159,82abc71aef5dc0d80dda4fe2b5246ab1,M,26_10_1993,BRANCO,PERNAMBUCO,RECIFE,RIO_GRANDE_DO_NORTE,NATAL,CAPIM_MACIO,GRADUACAO,SISU,2013,1.0,F,92127264.0
3185,17a97a6308ac5407039c6d8a577d07ae,M,06_03_1995,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,PONTA_NEGRA,GRADUACAO,SISU,2013,1.0,F,92127264.0
