"discente","sexo","nota_final","cotista","cep","descricao"
"fe56dd2216b8df4c6d8c03fe0a8139f5","F",630.0100,f,"59000-000","GRADUAÇÃO"
"887775f0ec272f9fab7cbb1be270a145","F",552.1500,t,"59000-000","GRADUAÇÃO"
"006222b2e05d0f9d4c4473848f439bbe","M",694.3800,t,"59000-000","GRADUAÇÃO"
"9872ecd68c485e18f9fb344cb5be6d96","F",686.0600,t,"59000-000","GRADUAÇÃO"
"a24e5494b02902254c96f2fa0a4c5c6b","F",617.7500,t,"59000-000","GRADUAÇÃO"
"0ca4edf07db877ae4f5fa6a490b6df87","F",598.6900,t,"59000-000","GRADUAÇÃO"
"6f69226013f5d50cb1d3607187088fc2","M",757.5600,f,"59000-000","GRADUAÇÃO"
"6f69226013f5d50cb1d3607187088fc2","M",757.5600,f,"59000-000","GRADUAÇÃO"
"7fd7eb4651e065511b5a6613fa08ea6a","M",645.2700,f,"59000-000","GRADUAÇÃO"
"499cd308f06de6aa19bc0f4a8d5d7dbe","F",638.3300,t,"59000-000","GRADUAÇÃO"
"6147b64e3f945fc5ef8a29706f1b3c45","M",743.7200,f,"59000-000","GRADUAÇÃO"
"f47ecb3dee545d10532195e0e1d98423","M",4.3400,f,"59000-000","GRADUAÇÃO"
"caece76d4ca0cf05e49b6d5a9a355558","M",700.0700,f,"59000-000","GRADUAÇÃO"
"8be849aa5963386910eeb27c83bbe4f9","M",692.6500,f,"59000-000","GRADUAÇÃO"
"f119732e1a350d12e15874d0b7512c08","M",648.8500,t,"59000-000","GRADUAÇÃO"
"","M",648.8500,t,"59000-000","GRADUAÇÃO"
"717372eaf52eca7907dff6a7265cf858","M",732.9300,t,"59000-000","GRADUAÇÃO"
"e15b231b787698f9c2171d20d05b6773","M",726.0100,f,"59000-000","GRADUAÇÃO"
"e15b231b787698f9c2171d20d05b6773","M",726.0100,f,"59000-000","GRADUAÇÃO"
"2365d36b096b12bf904aecbf4670e6d7","F",702.6600,t,"59000-000","GRADUAÇÃO"
"825dc3b9a515e0bf5792fcae3b661933","M",664.0800,t,"59000-000","GRADUAÇÃO"
"ca770f9a37aa8a4cc17dc5dab11ec4cc","F",575.1100,t,"59000-000","GRADUAÇÃO"
"109d8f9f3e1b4cbf52f2e169b7c7b22d","F",657.7900,t,"59000-000","GRADUAÇÃO"
"494ba3dff2b0e4b3ab7c34c98d73e4ef","M",667.5200,f,"59000-000","GRADUAÇÃO"
"494ba3dff2b0e4b3ab7c34c98d73e4ef","M",667.5200,f,"59000-000","GRADUAÇÃO"
"a159f9e54a19a51c19e97004ca81fdc4","M",714.0400,t,"59000-000","GRADUAÇÃO"
"925bb72f8c9cf9f21e0420571a4d4e88","M",692.2200,f,"59000-000","GRADUAÇÃO"
"90f206fd47ffbfb27ef2e2148a38cdbb","M",584.7600,t,"59000-000","GRADUAÇÃO"
"90f206fd47ffbfb27ef2e2148a38cdbb","M",584.7600,t,"59000-000","GRADUAÇÃO"
"2a87c1533266bdc41a5382c08ded044e","M",699.5500,f,"59000-000","GRADUAÇÃO"
"118055000669c2f50886cd8d0df648b8","M",622.8500,f,"59000-000","GRADUAÇÃO"
"118055000669c2f50886cd8d0df648b8","M",622.8500,f,"59000-000","GRADUAÇÃO"
"ef8aa8cc0544bc0ed679d6fc861dd053","F",686.9400,f,"59000-000","GRADUAÇÃO"
"62aefaf84ec4e662c8e3d05a5991609d","F",720.0500,f,"59000-000","GRADUAÇÃO"
"2d51bbf5a040ce04065a964ba2f24994","F",720.0500,f,"59000-000","GRADUAÇÃO"
"0ddc0ca21d49c45335003727c1542f31","F",640.9700,t,"59000-000","GRADUAÇÃO"
"a96cbfcf9c849baaa8c9f1fa25825011","F",648.7200,t,"59000-000","GRADUAÇÃO"
"f607a511eddf1e50a987de35c86271dc","M",615.6700,t,"59000-000","GRADUAÇÃO"
"894e17af9156e6ca2b45b8cb5ef3e231","M",645.8100,t,"59000-000","GRADUAÇÃO"
"cd4698470ed1903f11cfea3ca331c85a","M",668.5200,f,"59000-000","GRADUAÇÃO"
"cf953291b0922c425d1e19cf5af4ac2e","M",734.7900,t,"59000-000","GRADUAÇÃO"
"c4a41f6cfbf40cb1396201dcad915d95","F",651.9500,f,"59000-000","GRADUAÇÃO"
"ede7784957a51337c7127984f3923244","M",664.0000,t,"59000-000","GRADUAÇÃO"
"8b4e7a974aaf347cbfb838bffee4ff4b","F",581.2000,t,"59000-000","GRADUAÇÃO"
"2d93c9a7e2f550ee505860326d4fc99c","F",581.2000,t,"59000-000","GRADUAÇÃO"
"21b73e4e1f855e59892233c596ac65d8","M",663.3100,f,"59000-000","GRADUAÇÃO"
"db20af4101fee07cf31106ab4d70a749","M",611.2000,t,"59000-000","GRADUAÇÃO"
"4d00785d226772bcdf431a8c7f64eafd","M",611.2000,t,"59000-000","GRADUAÇÃO"
"fb0411ef179fa86a964aeb68f80ef4e2","F",612.8300,f,"59000-000","GRADUAÇÃO"
"887def9fefac36dc55e127387bd380c2","F",733.5900,f,"59000-000","GRADUAÇÃO"
"","M",5.1000,f,"59000-000","GRADUAÇÃO"
"6439950b9f7b96c877a9c8d9764f3511","M",657.9500,f,"59000-000","GRADUAÇÃO"
"74ede399a3fea82bddd5e485a3126497","M",588.0800,f,"59000-000","GRADUAÇÃO"
"54ba37485a8646e68b8077c0c2486959","F",628.1100,f,"59000-000","GRADUAÇÃO"
"54ba37485a8646e68b8077c0c2486959","F",628.1100,f,"59000-000","GRADUAÇÃO"
"621457efa0b0b81b1525fc6786bce876","F",628.1100,f,"59000-000","GRADUAÇÃO"
"e389f9a35a76d2a03f2cb8ef41e7e5d0","F",674.2300,f,"59000-000","GRADUAÇÃO"
"e389f9a35a76d2a03f2cb8ef41e7e5d0","F",674.2300,f,"59000-000","GRADUAÇÃO"
"c6f40d9520d6643948b0afbf44781ee7","M",631.0400,f,"59000-000","GRADUAÇÃO"
"9a59763cebd0fbd9ba46bbb7241adc8e","F",663.8600,f,"59000-000","GRADUAÇÃO"
"69f83db571b60682912b1ba5ab6a75b0","F",683.2800,f,"59000-000","GRADUAÇÃO"
"e721ffd7a1a61af5f1787e2413031ed3","F",630.2900,f,"59000-000","GRADUAÇÃO"
"","F",621.5700,f,"59000-000","GRADUAÇÃO"
"5a2bdc93cd3ded4e70c1d6462ac6d2ef","M",657.6500,f,"59000-000","GRADUAÇÃO"
"2e0fd8b2f6d6e62d57d25fefa55c0a60","M",601.7100,t,"59000-000","GRADUAÇÃO"
"2e0fd8b2f6d6e62d57d25fefa55c0a60","M",601.7100,t,"59000-000","GRADUAÇÃO"
"de46e02813ef019c1d90beb3c4b32c55","M",630.2400,f,"59000-000","GRADUAÇÃO"
"f5c34491672bd2055c57e21632688b55","F",615.4500,t,"59000-000","GRADUAÇÃO"
"db59f55b86dfca3fba46b3cf6fc86146","F",647.0700,t,"59000-000","GRADUAÇÃO"
"db59f55b86dfca3fba46b3cf6fc86146","F",647.0700,t,"59000-000","GRADUAÇÃO"
"993fcd875af1e7cca165be9315264b8a","M",639.6400,t,"59000-000","GRADUAÇÃO"
"d115e2e39188496e08d3dfec76890c37","M",604.7900,t,"59000-000","GRADUAÇÃO"
"f36609b89759b0256f70159a3c933480","M",649.6500,t,"59000-000","GRADUAÇÃO"
"9ecf93f9bd0049e49bacceece75e0200","M",608.6100,t,"59000-000","GRADUAÇÃO"
"a6cb1c5dca1ef28dea55a7f9d1e53fee","M",611.1800,t,"59000-000","GRADUAÇÃO"
"a6cb1c5dca1ef28dea55a7f9d1e53fee","M",611.1800,t,"59000-000","GRADUAÇÃO"
"9a1858a5eb2bceb54df4e1d51d68535b","F",688.1600,f,"59000-000","GRADUAÇÃO"
"9cf8e96955e8f3ca218dfbe1f53923e3","M",615.2600,t,"59000-000","GRADUAÇÃO"
"25a11903881ba4b8a1f2d0b231d1a1f7","M",615.2600,t,"59000-000","GRADUAÇÃO"
"f2f53dc512e5001650268389ea46dec6","F",710.7400,f,"59000-000","GRADUAÇÃO"
"bf9af697e96dbf55bf17166cf05cb818","M",638.0000,f,"59000-000","GRADUAÇÃO"
"55f96a4e01b5e32b8366bac52efc7f66","M",635.5100,t,"59000-000","GRADUAÇÃO"
"dd3f09eea52253681faf44fd67d2bce0","M",602.0100,t,"59000-000","GRADUAÇÃO"
"49e619b4b27f996865562940882c1dd4","M",803.5900,f,"59000-000","GRADUAÇÃO"
"01b05ffaac28d07fe58a1878787ec459","F",690.6800,t,"59000-000","GRADUAÇÃO"
"af5773a848af77a5b07fc80001856efb","M",636.1900,f,"59000-000","GRADUAÇÃO"
"db26cf093112dd00c2e3a6bdb6be37d9","F",760.8200,f,"59000-000","GRADUAÇÃO"
"adb468ef783d082a122af8744262446d","M",605.5100,t,"59000-000","GRADUAÇÃO"
"0ced80b4504f3556d479530666fdf1a0","M",605.5100,t,"59000-000","GRADUAÇÃO"
"dd71737806dcf29c19f3b7dd9789a5d3","M",623.4500,t,"59000-000","GRADUAÇÃO"
"559ba5265084e96e6eca3dd0a3d80ac8","M",650.6900,f,"59000-000","GRADUAÇÃO"
"0bd1d730ac2496beee470770cbc1b693","M",686.4400,f,"59000-000","GRADUAÇÃO"
"ae4eb339470a78c2e5016b6a96909c14","M",635.2800,t,"59000-000","GRADUAÇÃO"
"","F",5.4000,f,"59000-000","GRADUAÇÃO"
"a48691e19e9dadee4ecbcc5b5b8d584f","F",655.5900,t,"59000-000","GRADUAÇÃO"
"a3e018dd2c5941749da0a99a1161f764","F",646.9700,t,"59000-000","GRADUAÇÃO"
"bc7722b14c7f67a9e391f1221b20d722","F",686.7200,t,"59000-000","GRADUAÇÃO"
"8fbe638703a54c789c01d9241814f92e","F",797.1500,t,"59000-000","GRADUAÇÃO"
"cf435d5fd98dde19055d4a9dfd2807ca","M",637.1800,f,"59000-000","GRADUAÇÃO"
"f2ef330a4bf85af96715403f09255143","M",582.1900,t,"59000-000","GRADUAÇÃO"
"782fe194ff12f2968e6622b2a44612fc","M",596.1300,t,"59000-000","GRADUAÇÃO"
"aecfb5dd1105d5ca6cf08fc23efb4cab","F",651.6600,f,"59000-000","GRADUAÇÃO"
"bb7c47f3b01a49781089dc6362824b5a","F",651.6600,f,"59000-000","GRADUAÇÃO"
"4ac37db7e0dbc1ea560507f0afe35bea","F",609.1100,t,"59000-000","GRADUAÇÃO"
"fad1135f5380cda05f53d1ea84fd971e","F",623.4600,t,"59000-000","GRADUAÇÃO"
"703443c53bfdb5a726613414f700c750","F",631.7500,t,"59000-000","GRADUAÇÃO"
"d64de2c2ec6c3d214ee6742d05db973a","F",616.9000,t,"59000-000","GRADUAÇÃO"
"d64de2c2ec6c3d214ee6742d05db973a","F",616.9000,t,"59000-000","GRADUAÇÃO"
"767eac713858fe6b51bb06b2a0bb89be","F",581.6500,t,"59000-000","GRADUAÇÃO"
"d6ab8fe794becd96f40b45a4f5e77edf","F",551.0000,f,"59000-000","GRADUAÇÃO"
"296e467658dde22ac3b9b6dc2d5667f4","M",575.4200,t,"59000-000","GRADUAÇÃO"
"2fe115b80f9c6516ea901c29a833296e","M",713.4000,f,"59000-000","GRADUAÇÃO"
"7ce5ba7c29aede78403bbf875519aca1","M",622.8700,f,"59000-000","GRADUAÇÃO"
"7ce5ba7c29aede78403bbf875519aca1","M",622.8700,f,"59000-000","GRADUAÇÃO"
"d2d4c18955e91d16a345ba1fec3fc6df","M",608.9500,t,"59000-000","GRADUAÇÃO"
"d2d4c18955e91d16a345ba1fec3fc6df","M",608.9500,t,"59000-000","GRADUAÇÃO"
"e351a7fe8122f6e89af42d79a05708c6","M",657.9200,t,"59000-000","GRADUAÇÃO"
"8e9a6ca91f4c5c8aebe1ada506b4fd50","M",655.9600,t,"59000-000","GRADUAÇÃO"
"6b117375790429a87d534b405ef7cbca","M",604.9300,t,"59000-000","GRADUAÇÃO"
"82ee4c2f8740364a12637f618071648f","F",634.5500,f,"59000-000","GRADUAÇÃO"
"82ee4c2f8740364a12637f618071648f","F",634.5500,f,"59000-000","GRADUAÇÃO"
"e85565990c5224625842d45826f08ce5","F",652.4600,f,"59000-000","GRADUAÇÃO"
"0b037f32396ed0d3ce8dc96f7ffb83cc","M",722.4200,f,"59000-000","GRADUAÇÃO"
"0b037f32396ed0d3ce8dc96f7ffb83cc","M",722.4200,f,"59000-000","GRADUAÇÃO"
"455ec1f5efc9bdf9b01080ee9d931aaf","F",620.8200,t,"59000-000","GRADUAÇÃO"
"","M",5.6000,f,"59000-000","GRADUAÇÃO"
"8f87ac2f31dd66af3c456ea65e7de80a","F",613.0800,t,"59000-000","GRADUAÇÃO"
"92977e545d9f575f49dd0bac77adf9c4","F",658.8000,t,"59000-000","GRADUAÇÃO"
"58c7b5431126c684f07e7c9a7863f6e3","M",628.5100,f,"59000-000","GRADUAÇÃO"
"58c7b5431126c684f07e7c9a7863f6e3","M",628.5100,f,"59000-000","GRADUAÇÃO"
"59def1a6b75029a596386839b493a7ba","M",625.0700,f,"59000-000","GRADUAÇÃO"
"2455bbba93a89d9d5782e2e521e283db","F",638.4700,f,"59000-000","GRADUAÇÃO"
"","F",603.4200,f,"59000-000","GRADUAÇÃO"
"5d790a433fa5042562350462a4326080","M",615.4600,t,"59000-000","GRADUAÇÃO"
"5d790a433fa5042562350462a4326080","M",615.4600,t,"59000-000","GRADUAÇÃO"
"016894f0551c5c32ebfbe84b464b342d","F",661.1500,f,"59000-000","GRADUAÇÃO"
"1a2c21a5d72226f6e0039352f9a0602d","M",682.9600,f,"59000-000","GRADUAÇÃO"
"5a1917260e65bcc5f797ae548422b028","M",588.9100,t,"59000-000","GRADUAÇÃO"
"5a1917260e65bcc5f797ae548422b028","M",588.9100,t,"59000-000","GRADUAÇÃO"
"b5166879040f76b9d15729ee1c244a02","M",626.9500,t,"59000-000","GRADUAÇÃO"
"4ea2fd7120ba6f3346bbd76501bc731a","M",596.5100,t,"59000-000","GRADUAÇÃO"
"2755883948f2d56b5976df7f9d6e1e90","M",642.7300,f,"59000-000","GRADUAÇÃO"
"45652552b54d4e12206ed50ed3492ea5","F",735.8700,t,"59000-000","GRADUAÇÃO"
"067d43205e0f976788fdfb179f5880f2","M",649.5900,t,"59000-000","GRADUAÇÃO"
"c7a0ccc4e67f316a63fd65b92a43c81c","M",647.9100,f,"59000-000","GRADUAÇÃO"
"ef4b2527b7f24ce9445caca2e7633d89","M",685.7500,f,"59000-000","GRADUAÇÃO"
"65181466e534c6006d0244b200b64028","M",679.1300,f,"59000-000","GRADUAÇÃO"
"e82adc3da89902af9b73589a4969a635","M",726.3900,f,"59000-000","GRADUAÇÃO"
"278711c7ae9f597a68d2ae95e6132b36","M",639.5900,f,"59000-000","GRADUAÇÃO"
"1eca896c923a4ae9e0096a0023270c90","F",581.2200,t,"59000-000","GRADUAÇÃO"
"03a6de4e0c1e06c8c069de797c227fed","M",652.4000,f,"59000-000","GRADUAÇÃO"
"8869f5891a9fd098cffa124416036b67","M",623.9100,f,"59000-000","GRADUAÇÃO"
"","M",623.0600,f,"59000-000","GRADUAÇÃO"
"70be4fd3f6291632018a7d53c91a1576","M",623.0600,f,"59000-000","GRADUAÇÃO"
"70be4fd3f6291632018a7d53c91a1576","M",623.0600,f,"59000-000","GRADUAÇÃO"
"513fb3e57d3ec04131db050b4141ef13","M",604.4100,t,"59000-000","GRADUAÇÃO"
"0c6dc20476b34fdee5f388881dcf3adb","M",684.1900,t,"59000-000","GRADUAÇÃO"
"bf792e4689aea365f7976aee7305c1b9","M",621.4800,t,"59000-000","GRADUAÇÃO"
"bf792e4689aea365f7976aee7305c1b9","M",621.4800,t,"59000-000","GRADUAÇÃO"
"f47ef1505c651796798f5d85d98df7e3","M",621.4100,t,"59000-000","GRADUAÇÃO"
"9dfc5bffcecc90fe0c42684f641cf79f","F",627.0800,t,"59000-000","GRADUAÇÃO"
"d02dc295d9a352d445e349a7ddaf3cbf","F",752.5000,f,"59000-000","GRADUAÇÃO"
"28e4b418bdf7473745c1877ac76d20b4","M",662.7100,f,"59000-000","GRADUAÇÃO"
"5c50644f6c6aace3030bf1ca2ec82e17","M",586.3200,t,"59000-000","GRADUAÇÃO"
"5c50644f6c6aace3030bf1ca2ec82e17","M",586.3200,t,"59000-000","GRADUAÇÃO"
"38bf562e9c8d885668a9d2c8f86f4236","M",694.1900,t,"59000-000","GRADUAÇÃO"
"8a8bb36a5a849758952ffabee627bd9a","M",646.8700,f,"59000-000","GRADUAÇÃO"
"53ed7e3c53cbdfa0fdfd6b56d857e27e","F",646.3600,t,"59000-000","GRADUAÇÃO"
"65d62ea7a8ba03f4c168ee9217e93cef","M",616.3800,t,"59000-000","GRADUAÇÃO"
"a7ceee2329af3922d2a199d9335f4718","M",701.8800,t,"59000-000","GRADUAÇÃO"
"7efaf9ae858dccd4549cf25c58094381","M",636.5200,t,"59000-000","GRADUAÇÃO"
"e969f12e3b4bf6188bd30dac9f84b2b6","M",674.2900,f,"59000-000","GRADUAÇÃO"
"a2abe53805f0416451f2486868be935f","F",769.1500,t,"59000-000","GRADUAÇÃO"
"fc768d81bc9ea82ac22b965cb9b2a527","F",731.5200,t,"59000-000","GRADUAÇÃO"
"bbc9910580f2e9d2e55f0ab6ad1250bb","F",748.8400,f,"59000-000","GRADUAÇÃO"
"11c4f505c9a970d9685cfb4b95e51939","M",614.0700,t,"59000-000","GRADUAÇÃO"
"c77e422415cc70d37bc6344d3a58a6b1","M",575.5500,t,"59000-000","GRADUAÇÃO"
"e3c42f8b1093cbcdad4d3cb2b9c371dc","F",712.1400,f,"59000-000","GRADUAÇÃO"
"9435044865e0a086eb40017a044aeab6","F",597.6800,t,"59000-000","GRADUAÇÃO"
"9435044865e0a086eb40017a044aeab6","F",597.6800,t,"59000-000","GRADUAÇÃO"
"0bc183de8856623dfc477be9d85ed71a","F",597.6800,t,"59000-000","GRADUAÇÃO"
"18a7c606f8a77742f7a2e6a76b54ee37","F",4.3700,f,"59000-000","GRADUAÇÃO"
"86f430a51c0b6afa67986fb1392a36a2","M",650.7500,t,"59000-000","GRADUAÇÃO"
"81b364f82d5e60ac9df2710d0d35f668","M",594.7400,f,"59000-000","GRADUAÇÃO"
"1d9d04dcb3a6082c8c367e999f00a7e5","M",663.1600,f,"59000-000","GRADUAÇÃO"
"ff1ae87f8565de5fd89dfaf04e6c4f62","M",638.5800,f,"59000-000","GRADUAÇÃO"
"86132a9106a209c4430c4bf9d85cf9f8","M",689.9600,f,"59000-000","GRADUAÇÃO"
"2fa08faf06486ca80d454adefac59169","M",645.8200,f,"59000-000","GRADUAÇÃO"
"609f4ba070712b50eab02b587d646e57","F",829.2600,t,"59000-000","GRADUAÇÃO"
"96881d19774c8b13fa7c193ac9940f9c","F",632.2300,t,"59000-000","GRADUAÇÃO"
"8fa6f1a62c81bdea9ea1eec3a30f711e","M",655.3300,t,"59000-000","GRADUAÇÃO"
"4bfd0ff16685208f88fcbc85b13081e8","F",912.3300,t,"59000-000","GRADUAÇÃO"
"2bc8e0c639e006890ce07335dcd822a7","M",714.1400,f,"59000-000","GRADUAÇÃO"
"f2d6a822d8191b73f4c8e8ab7109520e","F",633.6000,f,"59000-000","GRADUAÇÃO"
"f2d6a822d8191b73f4c8e8ab7109520e","F",633.6000,f,"59000-000","GRADUAÇÃO"
"a9bca0415386331b636180db551b37cc","F",664.7900,f,"59000-000","GRADUAÇÃO"
"e8a304a5ae44e358b8598d2be0810bdd","M",636.9600,f,"59000-000","GRADUAÇÃO"
"e8a304a5ae44e358b8598d2be0810bdd","M",636.9600,f,"59000-000","GRADUAÇÃO"
"10edda467f3c35289cdf6f89c410778f","F",707.1100,t,"59000-000","GRADUAÇÃO"
"a61f00afe48ab1a89cbc3ee168052711","F",610.3900,t,"59000-000","GRADUAÇÃO"
"f5345fe4cb29c512480e6a0b55aa3897","F",610.7300,t,"59000-000","GRADUAÇÃO"
"eaac07caa92d574c6b60a78189e52e87","F",716.8400,t,"59000-000","GRADUAÇÃO"
"70fbf51c9dd0733521a9af82633b2cb0","F",699.8600,f,"59000-000","GRADUAÇÃO"
"c6809ea6623ec7173683f7df07ef5667","F",693.8900,t,"59000-000","GRADUAÇÃO"
"7ccc24e96845f36876880c71ee5aca6e","F",576.9200,t,"59000-000","GRADUAÇÃO"
"244d8554327658338a1ba01057e65327","M",722.8400,f,"59000-000","GRADUAÇÃO"
"","F",4.9700,f,"59000-000","GRADUAÇÃO"
"55853a953b680c9fd3f49b3978387411","M",655.2200,f,"59000-000","GRADUAÇÃO"
"385051c845604a6574643d4f1ddd6fe4","M",693.1300,f,"59000-000","GRADUAÇÃO"
"5406fc9a45e57631dddc8c77611d871b","F",696.7400,t,"59000-000","GRADUAÇÃO"
"29ae24e9457fb9d48f5f934a4756da70","F",660.7200,f,"59000-000","GRADUAÇÃO"
"6c61ffda6908a8f762c8d949cba7d994","F",699.8500,t,"59000-000","GRADUAÇÃO"
"7b470befe6c175ace907cce76f1bed02","F",629.4500,t,"59000-000","GRADUAÇÃO"
"e9aaf9573b04f140fe2529d2513c973b","M",621.4100,t,"59000-000","GRADUAÇÃO"
"20e82b8e48046afe5fe64c3c26de46f0","M",592.2300,t,"59000-000","GRADUAÇÃO"
"76da70c7dd3d5e5c1bf37b8d45903b10","M",642.3500,t,"59000-000","GRADUAÇÃO"
"","F",654.8900,f,"59000-000","GRADUAÇÃO"
"e1ee53d83ec91f916e370e85abf5be0d","M",731.9400,t,"59000-000","GRADUAÇÃO"
"e73ef997edb18adb5012f7cedfb35a73","F",560.1200,f,"59000-000","GRADUAÇÃO"
"","F",533.1100,f,"59000-000","GRADUAÇÃO"
"fb9157223dfa892e8826e4c4dafb80d6","F",466.1800,f,"59000-000","GRADUAÇÃO"
"07e5f780c9d1703f03fb729a377a081f","M",660.1200,f,"59000-000","GRADUAÇÃO"
"0c1f429d920ad7a6566d7de839ffb044","M",617.6400,t,"59000-000","GRADUAÇÃO"
"0c1f429d920ad7a6566d7de839ffb044","M",617.6400,t,"59000-000","GRADUAÇÃO"
"9406c1c95e4242a2e72419ba16b50dd9","M",658.0100,t,"59000-000","GRADUAÇÃO"
"5bfc67ceb0f18acaa5f4e3634c33782e","M",640.3200,t,"59000-000","GRADUAÇÃO"
"e14239e8d957bc702b76445595a4c19f","M",597.8200,t,"59000-000","GRADUAÇÃO"
"","F",631.8400,f,"59000-000","GRADUAÇÃO"
"862ff166e23719ca03b7d5cb170532e6","M",721.7800,f,"59000-000","GRADUAÇÃO"
"","M",721.7800,f,"59000-000","GRADUAÇÃO"
"a1dcaab9b3520b39d91855bd393d697e","F",620.1600,t,"59000-000","GRADUAÇÃO"
"6f9f8c4f3578788d4a611f9b4c96121b","M",728.2400,f,"59000-000","GRADUAÇÃO"
"1c8684fe7d307f184728e975c48f2ba7","F",715.8300,f,"59000-000","GRADUAÇÃO"
"25a5a4a52d8b0cddb609af2165416c48","F",739.7100,f,"59000-000","GRADUAÇÃO"
"c78f7cb41be32a6ba9a6db96581afcec","F",672.6100,f,"59000-000","GRADUAÇÃO"
"5fa0e1b246253e41683a4fc407684f21","M",596.2800,t,"59000-000","GRADUAÇÃO"
"5fa0e1b246253e41683a4fc407684f21","M",596.2800,t,"59000-000","GRADUAÇÃO"
"f3986a4bf0f8f748530eb561c4a2a44e","M",646.8400,t,"59000-000","GRADUAÇÃO"
"de9f151b6cbaa8c836e3a71f0aaf8730","M",623.5800,t,"59000-000","GRADUAÇÃO"
"2c268ad3cd682da98ef2917688f67b22","M",604.0900,t,"59000-000","GRADUAÇÃO"
"2c268ad3cd682da98ef2917688f67b22","M",604.0900,t,"59000-000","GRADUAÇÃO"
"548dc52f3a7e0e1f58fe5774508d783e","M",673.8900,f,"59000-000","GRADUAÇÃO"
"a7dae420d5a6b7b5352947ef4e39d819","F",703.0500,f,"59000-000","GRADUAÇÃO"
"563b000d6775252f0d4e6179cd67e46c","M",664.3400,f,"59000-000","GRADUAÇÃO"
"b76db0801df7fedd15a57e40d107c9ec","M",695.2000,t,"59000-000","GRADUAÇÃO"
"f864346f2cf65edc85a83b072918ebd9","F",628.5900,f,"59000-000","GRADUAÇÃO"
"59349ca43f7cbe0d756265ac6c00ec96","F",756.4200,f,"59000-000","GRADUAÇÃO"
"59349ca43f7cbe0d756265ac6c00ec96","F",756.4200,f,"59000-000","GRADUAÇÃO"
"a74a607fa2b114bab611cc083083b54e","M",644.4700,f,"59000-000","GRADUAÇÃO"
"618171c6e3f7ede21febd5898a8568ac","M",776.3600,f,"59000-000","GRADUAÇÃO"
"89865ad0a1fddb04e45e52b9a3e9d66b","M",634.4000,f,"59000-000","GRADUAÇÃO"
"89865ad0a1fddb04e45e52b9a3e9d66b","M",634.4000,f,"59000-000","GRADUAÇÃO"
"4d272f4e8e39005fc3d6d53872e18a1d","F",633.2500,f,"59000-000","GRADUAÇÃO"
"ef4c7e7bbf86ed443564424abfd0849e","F",649.3900,f,"59000-000","GRADUAÇÃO"
"ddd24471751ba67f11555b4a45890142","F",613.8600,t,"59000-000","GRADUAÇÃO"
"ddd24471751ba67f11555b4a45890142","F",613.8600,t,"59000-000","GRADUAÇÃO"
"88f97be180266010c3b910f1f6b5ce80","M",698.8700,f,"59000-000","GRADUAÇÃO"
"a4b4ca091ce64b74ece5038d472bc877","M",755.2700,f,"59000-000","GRADUAÇÃO"
"588c579ba322b097e10403535dd33018","M",741.4800,f,"59000-000","GRADUAÇÃO"
"f932874d6b9a0e10edafbedacfd937b5","M",751.0000,t,"59000-000","GRADUAÇÃO"
"4c3dcc9b52579e2fce3148859356b8db","M",749.7800,f,"59000-000","GRADUAÇÃO"
"82ab23f464fa45b7b14d9eceab7014cd","F",636.5600,f,"59000-000","GRADUAÇÃO"
"47cbcf34bc96a9839cbf3dc5ab9444c0","F",700.8700,f,"59000-000","GRADUAÇÃO"
"7029338589379a202585d85bf8fbc081","F",718.7900,t,"59000-000","GRADUAÇÃO"
"693ae7460e37c1608171ba38a6bc1a0f","F",667.4500,f,"59000-000","GRADUAÇÃO"
"93db6364996bbeb26eff7368b1f650d4","F",749.6800,t,"59000-000","GRADUAÇÃO"
"9bd4c5afa26a62bb69e27cd841bd6185","M",600.0400,t,"59000-000","GRADUAÇÃO"
"23aaa63e5e3e6a34060f564534cba19c","F",670.5900,f,"59000-000","GRADUAÇÃO"
"a9d215ae168b07965abd26a47449e6dc","F",667.4800,t,"59000-000","GRADUAÇÃO"
"2ecd5a72dd272a074215032cb2c6e6cf","M",667.0000,t,"59000-000","GRADUAÇÃO"
"d45efc154b90054441b95ef273d7d9db","M",648.3800,t,"59000-000","GRADUAÇÃO"
"14e7d080c1dee3f4e338247d6c270b2d","M",616.3300,t,"59000-000","GRADUAÇÃO"
"f91dc01649e1911ba6b293733137aabe","M",615.0100,t,"59000-000","GRADUAÇÃO"
"1991716f5b38e6ca2755b803f72e0c3b","F",5.9700,f,"59000-000","GRADUAÇÃO"
"d0a06b4093168db998a5e4723b6fcec0","F",673.9300,f,"59000-000","GRADUAÇÃO"
"d0a06b4093168db998a5e4723b6fcec0","F",673.9300,f,"59000-000","GRADUAÇÃO"
"d37723c18941a3fb12b6343101db0d61","M",679.8000,t,"59000-000","GRADUAÇÃO"
"2352d03e746751964807a8cfd80c0dd8","F",594.9800,t,"59000-000","GRADUAÇÃO"
"2352d03e746751964807a8cfd80c0dd8","F",594.9800,t,"59000-000","GRADUAÇÃO"
"d64df5b72d14d279d3b3f743f98558b4","M",627.6000,t,"59000-000","GRADUAÇÃO"
"e865d07c406dfd64c445f6291f99dcaf","M",673.7500,f,"59000-000","GRADUAÇÃO"
"671d6bc1abd1d2e3389da9291d5b887c","M",689.0700,f,"59000-000","GRADUAÇÃO"
"16f95deaca33a883f1c857cac3a7290e","M",637.6500,f,"59000-000","GRADUAÇÃO"
