"id_discente";"ano";"periodo";"renda";"escola_ens_medio";"possui_bolsa_pesquisa";"possui_auxilio_alimentacao";"possui_auxilio_transporte";"possui_auxilio_residencia_moradia"
"d92fe0fb89dd83698c93d66cfb2e2d08";"2016";"2";"1320";"Todo em escola publica ";"f";"t";"f";"f"
"83b75b64daaa8021930bc9690819c334";"2016";"2";"1500";"Em escola Particular, com bolsa ";"f";"t";"f";"t"
"58a4df14f09bb2737fc659086f891346";"2016";"2";"2700";"Em escola Particular, com bolsa ";"f";"t";"f";"f"
"ad6bd8dbe25a9871d1e48163db47da72";"2016";"2";"1277";"Todo em escola publica ";"f";"f";"f";"f"
"47dd995788ad0388d4e080c22501eedb";"2016";"2";"5000";"Todo em escola publica ";"f";"f";"f";"f"
"d8d7010b5e4644401403a651cf328d95";"2016";"2";"250";"Parte em escola pública parte em escola particular ";"f";"t";"f";"t"
"a84d9a1743be5e2d8ea1af4b7a76927a";"2016";"2";"600";"Todo em escola publica ";"t";"t";"f";"t"
"a91eba3aa07bf98624593eeb639c5255";"2016";"2";"144800";"Todo em escola publica ";"f";"t";"f";"f"
"9d6553fa67a808fbe8615f67eeb8fe5c";"2016";"2";"2470";"Todo em escola publica ";"f";"t";"f";"t"
"1cce762d8aa19706ce0aa0843e2d8796";"2016";"2";"103267";"Todo em escola publica ";"f";"f";"t";"f"
"ec1a6a8416ccd2682abb6581bff49c9b";"2016";"2";"1280";"Todo em escola publica ";"f";"f";"f";"f"
"20731b82dcc21ce8bfd5e142df1576ab";"2016";"2";"2500";"Em escola Particular, com bolsa ";"f";"f";"f";"f"
"3f5bd5156d94e92f6a8bd36704549c15";"2016";"2";"1430";"Todo em escola publica ";"f";"f";"f";"f"
"439926c1c2adf5bbba685b4dfb1a4553";"2016";"2";"3500";"Todo em escola publica ";"f";"t";"f";"f"
"6df26a9893c976fe1af1234721d9063c";"2016";"2";"1880";"Todo em escola particular ";"f";"f";"f";"f"
"85ff0e45abd276f0eb323bd3c4404459";"2016";"2";"440";"Todo em escola publica ";"f";"f";"t";"f"
"1b4437f72ccd957a7eb837c935bedb9a";"2016";"2";"116951";"Todo em escola publica ";"f";"t";"f";"f"
"8d7ddabbf0998e4d1a055a4aa2318f5d";"2016";"2";"2500";"Todo em escola particular ";"f";"f";"f";"f"
"1368b80ab458af99870b4171bfbd9c3e";"2016";"2";"880";"Todo em escola publica ";"f";"t";"f";"f"
